checked_at,pos_id,state_file,user_id,coin,domestic,foreign,entry_krw,domestic_entry_krw,foreign_entry_krw,domestic_qty,domestic_locked,domestic_bid,domestic_value_krw,foreign_amount,foreign_notional_usdt,foreign_value_krw,foreign_side,classification,error
2026-05-30 10:40:26,POS_BILL_BITHUMB_BITGET_1780067855_8958522411_1780067870,semi_auto_state_bitget.json,8958522411,BILL,BITHUMB,BITGET,9000,9000,9000,0.4245283,0.0,102.0,43.3019,0.0,0.0,0.0,NONE,유령후보(국내X/해외X),
2026-05-30 10:40:29,POS_IN_BITHUMB_BITGET_1780082202_6870367623_1780082208,semi_auto_state_bitget.json,6870367623,IN,BITHUMB,BITGET,39000,39000,39000,500.0,0.0,151.0,75500.0,242.0,25.20914,38040.5923,short,정상_ACTIVE(국내O/해외O),
2026-05-30 10:45:31,POS_SAHARA_BITHUMB_BINGX_1780025990_6870367623_1780026002,semi_auto_state_bingx.json,6870367623,SAHARA,BITHUMB,BINGX,7000,7000,7000,823.42150199,0.0,48.44,39886.5376,0.0,0.0,0.0,NONE,비대칭(국내O/해외X)-국내현물만 남음,
2026-05-30 10:45:34,POS_PROMPT_BITHUMB_BINGX_1780028512_6870367623_1780028521,semi_auto_state_bingx.json,6870367623,PROMPT,BITHUMB,BINGX,7000,7000,7000,151.5480082,0.0,49.23,7460.7084,146.37,4.91,7409.19,short,정상_ACTIVE(국내O/해외O),
2026-05-30 10:45:37,POS_IN_BITHUMB_BINGX_1780041228_6870367623_1780041242,semi_auto_state_bingx.json,6870367623,IN,BITHUMB,BINGX,7000,7000,7000,500.0,0.0,151.0,75500.0,0.0,0.0,0.0,NONE,비대칭(국내O/해외X)-국내현물만 남음,
2026-05-30 10:45:41,POS_IN_BITHUMB_BINGX_1780059191_8958522411_1780059199,semi_auto_state_bingx.json,8958522411,IN,BITHUMB,BINGX,9000,9000,9000,2.59615385,0.0,151.0,392.0192,0.0,0.0,0.0,NONE,유령후보(국내X/해외X),
2026-05-30 10:45:44,POS_SAHARA_BITHUMB_BINGX_1780060953_8958522411_1780060963,semi_auto_state_bingx.json,8958522411,SAHARA,BITHUMB,BINGX,9000,9000,9000,189.35416064,0.0,48.44,9172.3155,0.0,0.0,0.0,NONE,비대칭(국내O/해외X)-국내현물만 남음,
2026-05-30 10:45:47,POS_SAHARA_BITHUMB_MEXC_1779949622_6870367623_1779949624,semi_auto_state_mexc.json,6870367623,SAHARA,BITHUMB,MEXC,100000,100000,100000,823.42150199,0.0,48.44,39886.5376,0.0,0.0,0.0,NONE,비대칭(국내O/해외X)-국내현물만 남음,
2026-05-30 10:45:52,POS_NIL_BITHUMB_MEXC_1780084333_6870367623_1780084342,semi_auto_state_mexc.json,6870367623,NIL,BITHUMB,MEXC,39000,39000,39000,9.30254139,0.0,94.76,881.5088,0.0,0.0,0.0,NONE,유령후보(국내X/해외X),
2026-05-30 10:45:58,POS_IN_BITHUMB_MEXC_1780088115_6870367623_1780088128,semi_auto_state_mexc.json,6870367623,IN,BITHUMB,MEXC,39000,39000,39000,500.0,0.0,151.0,75500.0,24.0,2.58624414,3902.6424,short,정상_ACTIVE(국내O/해외O),
2026-05-30 10:46:02,POS_SAHARA_BITHUMB_GATE_1780063712_6870367623_1780063723,semi_auto_state_gate.json,6870367623,SAHARA,BITHUMB,GATE,39000,39000,39000,823.42150199,0.0,48.44,39886.5376,7.0,23.366,35259.294,short,정상_ACTIVE(국내O/해외O),
2026-05-30 10:46:07,POS_SAHARA_BITHUMB_BITGET_1780060948_8958522411_1780060964,semi_auto_state_bitget.json,8958522411,SAHARA,BITHUMB,BITGET,9000,9000,9000,189.35416064,0.0,48.44,9172.3155,182.0,6.06424,9150.9382,short,정상_ACTIVE(국내O/해외O),
2026-05-30 10:46:09,POS_BILL_BITHUMB_BITGET_1780067855_8958522411_1780067870,semi_auto_state_bitget.json,8958522411,BILL,BITHUMB,BITGET,9000,9000,9000,0.4245283,0.0,102.0,43.3019,0.0,0.0,0.0,NONE,유령후보(국내X/해외X),
2026-05-30 10:46:12,POS_IN_BITHUMB_BITGET_1780082202_6870367623_1780082208,semi_auto_state_bitget.json,6870367623,IN,BITHUMB,BITGET,39000,39000,39000,500.0,0.0,151.0,75500.0,242.0,25.24302,38091.7172,short,정상_ACTIVE(국내O/해외O),
2026-05-30 10:47:20,POS_SAHARA_BITHUMB_BINGX_1780025990_6870367623_1780026002,semi_auto_state_bingx.json,6870367623,SAHARA,BITHUMB,BINGX,7000,7000,7000,823.42150199,0.0,48.39,39845.3665,0.0,0.0,0.0,NONE,비대칭(국내O/해외X)-국내현물만 남음,
2026-05-30 10:47:24,POS_PROMPT_BITHUMB_BINGX_1780028512_6870367623_1780028521,semi_auto_state_bingx.json,6870367623,PROMPT,BITHUMB,BINGX,7000,7000,7000,151.5480082,0.0,49.23,7460.7084,146.37,4.91,7409.19,short,정상_ACTIVE(국내O/해외O),
2026-05-30 10:47:27,POS_IN_BITHUMB_BINGX_1780041228_6870367623_1780041242,semi_auto_state_bingx.json,6870367623,IN,BITHUMB,BINGX,7000,7000,7000,500.0,0.0,151.0,75500.0,0.0,0.0,0.0,NONE,비대칭(국내O/해외X)-국내현물만 남음,
2026-05-30 10:47:29,POS_IN_BITHUMB_BINGX_1780059191_8958522411_1780059199,semi_auto_state_bingx.json,8958522411,IN,BITHUMB,BINGX,9000,9000,9000,2.59615385,0.0,151.0,392.0192,0.0,0.0,0.0,NONE,유령후보(국내X/해외X),
2026-05-30 10:47:32,POS_SAHARA_BITHUMB_BINGX_1780060953_8958522411_1780060963,semi_auto_state_bingx.json,8958522411,SAHARA,BITHUMB,BINGX,9000,9000,9000,189.35416064,0.0,48.43,9170.422,0.0,0.0,0.0,NONE,비대칭(국내O/해외X)-국내현물만 남음,
2026-05-30 10:47:34,POS_SAHARA_BITHUMB_MEXC_1779949622_6870367623_1779949624,semi_auto_state_mexc.json,6870367623,SAHARA,BITHUMB,MEXC,100000,100000,100000,823.42150199,0.0,48.43,39878.3033,0.0,0.0,0.0,NONE,비대칭(국내O/해외X)-국내현물만 남음,
2026-05-30 10:47:38,POS_NIL_BITHUMB_MEXC_1780084333_6870367623_1780084342,semi_auto_state_mexc.json,6870367623,NIL,BITHUMB,MEXC,39000,39000,39000,9.30254139,0.0,94.65,880.4855,0.0,0.0,0.0,NONE,유령후보(국내X/해외X),
2026-05-30 10:47:42,POS_IN_BITHUMB_MEXC_1780088115_6870367623_1780088128,semi_auto_state_mexc.json,6870367623,IN,BITHUMB,MEXC,39000,39000,39000,500.0,0.0,151.0,75500.0,24.0,2.58624414,3902.6424,short,정상_ACTIVE(국내O/해외O),
2026-05-30 10:47:46,POS_SAHARA_BITHUMB_GATE_1780063712_6870367623_1780063723,semi_auto_state_gate.json,6870367623,SAHARA,BITHUMB,GATE,39000,39000,39000,823.42150199,0.0,48.38,39837.1323,7.0,23.331,35206.479,short,정상_ACTIVE(국내O/해외O),
2026-05-30 10:47:50,POS_SAHARA_BITHUMB_BITGET_1780060948_8958522411_1780060964,semi_auto_state_bitget.json,8958522411,SAHARA,BITHUMB,BITGET,9000,9000,9000,189.35416064,0.0,48.45,9174.2091,182.0,6.05514,9137.2063,short,정상_ACTIVE(국내O/해외O),
2026-05-30 10:47:53,POS_BILL_BITHUMB_BITGET_1780067855_8958522411_1780067870,semi_auto_state_bitget.json,8958522411,BILL,BITHUMB,BITGET,9000,9000,9000,0.4245283,0.0,102.0,43.3019,0.0,0.0,0.0,NONE,유령후보(국내X/해외X),
2026-05-30 10:47:55,POS_IN_BITHUMB_BITGET_1780082202_6870367623_1780082208,semi_auto_state_bitget.json,6870367623,IN,BITHUMB,BITGET,39000,39000,39000,500.0,0.0,151.0,75500.0,242.0,25.18494,38004.0745,short,정상_ACTIVE(국내O/해외O),
2026-05-30 10:49:43,POS_SAHARA_BITHUMB_BINGX_1780025990_6870367623_1780026002,semi_auto_state_bingx.json,6870367623,SAHARA,BITHUMB,BINGX,7000,7000,7000,823.42150199,0.0,49.66,40891.1118,0.0,0.0,0.0,NONE,비대칭(국내O/해외X)-국내현물만 남음,
2026-05-30 10:49:47,POS_PROMPT_BITHUMB_BINGX_1780028512_6870367623_1780028521,semi_auto_state_bingx.json,6870367623,PROMPT,BITHUMB,BINGX,7000,7000,7000,151.5480082,0.0,49.28,7468.2858,146.37,4.91,7409.19,short,정상_ACTIVE(국내O/해외O),
2026-05-30 10:49:50,POS_IN_BITHUMB_BINGX_1780041228_6870367623_1780041242,semi_auto_state_bingx.json,6870367623,IN,BITHUMB,BINGX,7000,7000,7000,500.0,0.0,151.0,75500.0,0.0,0.0,0.0,NONE,비대칭(국내O/해외X)-국내현물만 남음,
2026-05-30 10:49:52,POS_IN_BITHUMB_BINGX_1780059191_8958522411_1780059199,semi_auto_state_bingx.json,8958522411,IN,BITHUMB,BINGX,9000,9000,9000,2.59615385,0.0,151.0,392.0192,0.0,0.0,0.0,NONE,유령후보(국내X/해외X),
2026-05-30 10:49:55,POS_SAHARA_BITHUMB_BINGX_1780060953_8958522411_1780060963,semi_auto_state_bingx.json,8958522411,SAHARA,BITHUMB,BINGX,9000,9000,9000,189.35416064,0.0,49.33,9340.8407,0.0,0.0,0.0,NONE,비대칭(국내O/해외X)-국내현물만 남음,
2026-05-30 10:49:57,POS_SAHARA_BITHUMB_MEXC_1779949622_6870367623_1779949624,semi_auto_state_mexc.json,6870367623,SAHARA,BITHUMB,MEXC,100000,100000,100000,823.42150199,0.0,49.38,40660.5538,0.0,0.0,0.0,NONE,비대칭(국내O/해외X)-국내현물만 남음,
2026-05-30 10:50:01,POS_NIL_BITHUMB_MEXC_1780084333_6870367623_1780084342,semi_auto_state_mexc.json,6870367623,NIL,BITHUMB,MEXC,39000,39000,39000,9.30254139,0.0,95.31,886.6252,0.0,0.0,0.0,NONE,유령후보(국내X/해외X),
2026-05-30 10:50:07,POS_IN_BITHUMB_MEXC_1780088115_6870367623_1780088128,semi_auto_state_mexc.json,6870367623,IN,BITHUMB,MEXC,39000,39000,39000,500.0,0.0,151.0,75500.0,24.0,2.58624414,3902.6424,short,정상_ACTIVE(국내O/해외O),
2026-05-30 10:50:11,POS_SAHARA_BITHUMB_GATE_1780063712_6870367623_1780063723,semi_auto_state_gate.json,6870367623,SAHARA,BITHUMB,GATE,39000,39000,39000,823.42150199,0.0,49.37,40652.3196,7.0,23.814,35935.326,short,정상_ACTIVE(국내O/해외O),
2026-05-30 10:50:15,POS_SAHARA_BITHUMB_BITGET_1780060948_8958522411_1780060964,semi_auto_state_bitget.json,8958522411,SAHARA,BITHUMB,BITGET,9000,9000,9000,189.35416064,0.0,49.4,9354.0955,182.0,6.19528,9348.6775,short,정상_ACTIVE(국내O/해외O),
2026-05-30 10:50:17,POS_BILL_BITHUMB_BITGET_1780067855_8958522411_1780067870,semi_auto_state_bitget.json,8958522411,BILL,BITHUMB,BITGET,9000,9000,9000,0.4245283,0.0,102.0,43.3019,0.0,0.0,0.0,NONE,유령후보(국내X/해외X),
2026-05-30 10:50:19,POS_IN_BITHUMB_BITGET_1780082202_6870367623_1780082208,semi_auto_state_bitget.json,6870367623,IN,BITHUMB,BITGET,39000,39000,39000,500.0,0.0,151.0,75500.0,242.0,25.18494,38004.0745,short,정상_ACTIVE(국내O/해외O),
2026-05-30 11:10:06,POS_SAHARA_BITHUMB_BINGX_1780025990_6870367623_1780026002,semi_auto_state_bingx.json,6870367623,SAHARA,BITHUMB,BINGX,7000,7000,7000,823.42150199,0.0,49.28,40578.2116,0.0,0.0,0.0,NONE,비대칭(국내O/해외X)-국내현물만 남음,
2026-05-30 11:10:15,POS_PROMPT_BITHUMB_BINGX_1780028512_6870367623_1780028521,semi_auto_state_bingx.json,6870367623,PROMPT,BITHUMB,BINGX,7000,7000,7000,151.5480082,0.0,49.41,7487.9871,146.37,4.93,7439.37,short,정상_ACTIVE(국내O/해외O),
2026-05-30 11:10:20,POS_IN_BITHUMB_BINGX_1780041228_6870367623_1780041242,semi_auto_state_bingx.json,6870367623,IN,BITHUMB,BINGX,7000,7000,7000,500.0,0.0,150.0,75000.0,0.0,0.0,0.0,NONE,비대칭(국내O/해외X)-국내현물만 남음,
2026-05-30 11:10:26,POS_SAHARA_BITHUMB_BINGX_1780060953_8958522411_1780060963,semi_auto_state_bingx.json,8958522411,SAHARA,BITHUMB,BINGX,9000,9000,9000,189.35416064,0.0,49.25,9325.6924,0.0,0.0,0.0,NONE,비대칭(국내O/해외X)-국내현물만 남음,
2026-05-30 11:10:31,POS_SAHARA_BITHUMB_MEXC_1779949622_6870367623_1779949624,semi_auto_state_mexc.json,6870367623,SAHARA,BITHUMB,MEXC,100000,100000,100000,823.42150199,0.0,49.26,40561.7432,0.0,0.0,0.0,NONE,비대칭(국내O/해외X)-국내현물만 남음,
2026-05-30 11:10:35,POS_IN_BITHUMB_MEXC_1780088115_6870367623_1780088128,semi_auto_state_mexc.json,6870367623,IN,BITHUMB,MEXC,39000,39000,39000,500.0,0.0,149.0,74500.0,24.0,2.58624414,3902.6424,short,정상_ACTIVE(국내O/해외O),
2026-05-30 11:10:40,POS_SAHARA_BITHUMB_GATE_1780063712_6870367623_1780063723,semi_auto_state_gate.json,6870367623,SAHARA,BITHUMB,GATE,39000,39000,39000,823.42150199,0.0,49.2,40512.3379,7.0,23.709,35776.881,short,정상_ACTIVE(국내O/해외O),
2026-05-30 11:10:45,POS_SAHARA_BITHUMB_BITGET_1780060948_8958522411_1780060964,semi_auto_state_bitget.json,8958522411,SAHARA,BITHUMB,BITGET,9000,9000,9000,189.35416064,0.0,49.16,9308.6505,182.0,6.16798,9307.4818,short,정상_ACTIVE(국내O/해외O),
2026-05-30 11:10:47,POS_IN_BITHUMB_BITGET_1780082202_6870367623_1780082208,semi_auto_state_bitget.json,6870367623,IN,BITHUMB,BITGET,39000,39000,39000,500.0,0.0,149.0,74500.0,242.0,24.92842,37616.9858,short,정상_ACTIVE(국내O/해외O),
2026-05-30 11:15:49,POS_SAHARA_BITHUMB_BINGX_1780025990_6870367623_1780026002,semi_auto_state_bingx.json,6870367623,SAHARA,BITHUMB,BINGX,7000,7000,7000,823.42150199,0.0,48.93,40290.0141,0.0,0.0,0.0,NONE,비대칭(국내O/해외X)-국내현물만 남음,
2026-05-30 11:15:55,POS_PROMPT_BITHUMB_BINGX_1780028512_6870367623_1780028521,semi_auto_state_bingx.json,6870367623,PROMPT,BITHUMB,BINGX,7000,7000,7000,151.5480082,0.0,49.23,7460.7084,146.37,4.92,7424.28,short,정상_ACTIVE(국내O/해외O),
2026-05-30 11:16:00,POS_IN_BITHUMB_BINGX_1780041228_6870367623_1780041242,semi_auto_state_bingx.json,6870367623,IN,BITHUMB,BINGX,7000,7000,7000,500.0,0.0,149.0,74500.0,0.0,0.0,0.0,NONE,비대칭(국내O/해외X)-국내현물만 남음,
2026-05-30 11:16:05,POS_SAHARA_BITHUMB_BINGX_1780060953_8958522411_1780060963,semi_auto_state_bingx.json,8958522411,SAHARA,BITHUMB,BINGX,9000,9000,9000,189.35416064,0.0,48.92,9263.2055,0.0,0.0,0.0,NONE,비대칭(국내O/해외X)-국내현물만 남음,
2026-05-30 11:16:10,POS_SAHARA_BITHUMB_MEXC_1779949622_6870367623_1779949624,semi_auto_state_mexc.json,6870367623,SAHARA,BITHUMB,MEXC,100000,100000,100000,823.42150199,0.0,48.93,40290.0141,0.0,0.0,0.0,NONE,비대칭(국내O/해외X)-국내현물만 남음,
2026-05-30 11:16:13,POS_IN_BITHUMB_MEXC_1780088115_6870367623_1780088128,semi_auto_state_mexc.json,6870367623,IN,BITHUMB,MEXC,39000,39000,39000,500.0,0.0,150.0,75000.0,24.0,2.58624414,3902.6424,short,정상_ACTIVE(국내O/해외O),
2026-05-30 11:16:17,POS_SAHARA_BITHUMB_GATE_1780063712_6870367623_1780063723,semi_auto_state_gate.json,6870367623,SAHARA,BITHUMB,GATE,39000,39000,39000,823.42150199,0.0,48.93,40290.0141,7.0,23.597,35607.873,short,정상_ACTIVE(국내O/해외O),
2026-05-30 11:16:22,POS_SAHARA_BITHUMB_BITGET_1780060948_8958522411_1780060964,semi_auto_state_bitget.json,8958522411,SAHARA,BITHUMB,BITGET,9000,9000,9000,189.35416064,0.0,48.93,9265.0991,182.0,6.1334,9255.3006,short,정상_ACTIVE(국내O/해외O),
2026-05-30 11:16:24,POS_IN_BITHUMB_BITGET_1780082202_6870367623_1780082208,semi_auto_state_bitget.json,6870367623,IN,BITHUMB,BITGET,39000,39000,39000,500.0,0.0,149.0,74500.0,242.0,24.98408,37700.9767,short,정상_ACTIVE(국내O/해외O),
2026-05-30 11:21:26,POS_SAHARA_BITHUMB_BINGX_1780025990_6870367623_1780026002,semi_auto_state_bingx.json,6870367623,SAHARA,BITHUMB,BINGX,7000,7000,7000,823.42150199,0.0,48.65,40059.4561,0.0,0.0,0.0,NONE,비대칭(국내O/해외X)-국내현물만 남음,
2026-05-30 11:21:30,POS_PROMPT_BITHUMB_BINGX_1780028512_6870367623_1780028521,semi_auto_state_bingx.json,6870367623,PROMPT,BITHUMB,BINGX,7000,7000,7000,151.5480082,0.0,49.25,7463.7394,146.37,4.91,7409.19,short,정상_ACTIVE(국내O/해외O),
2026-05-30 11:21:33,POS_IN_BITHUMB_BINGX_1780041228_6870367623_1780041242,semi_auto_state_bingx.json,6870367623,IN,BITHUMB,BINGX,7000,7000,7000,500.0,0.0,149.0,74500.0,0.0,0.0,0.0,NONE,비대칭(국내O/해외X)-국내현물만 남음,
2026-05-30 11:21:36,POS_SAHARA_BITHUMB_BINGX_1780060953_8958522411_1780060963,semi_auto_state_bingx.json,8958522411,SAHARA,BITHUMB,BINGX,9000,9000,9000,189.35416064,0.0,48.65,9212.0799,0.0,0.0,0.0,NONE,비대칭(국내O/해외X)-국내현물만 남음,
