time,exchange,market,elapsed_sec,ok,error
2026-05-28 09:02:29,MEXC,ICP/USDT:USDT,15.1381,True,
2026-05-28 09:02:49,BINGX,XRP/USDT:USDT,0.2239,False,"bingx {""code"":100410,""msg"":""Please try again later.""}"
2026-05-28 09:05:06,BINGX,PARTI/USDT:USDT,1.9753,True,
2026-05-28 09:05:41,BINGX,VIRTUAL/USDT:USDT,1.5021,True,
2026-05-28 09:05:44,BINGX,IRYS/USDT:USDT,1.5197,True,
2026-05-28 09:05:51,BINGX,HBAR/USDT:USDT,1.5808,True,
2026-05-28 09:06:05,MEXC,MANTRA/USDT:USDT,0.2548,False,"mexc {""success"":false,""code"":510,""message"":""Requests are too frequent, please try again later""}"
2026-05-28 09:06:20,MEXC,AUDIO/USDT:USDT,15.0677,True,
2026-05-28 09:06:38,BINGX,PARTI/USDT:USDT,1.6064,True,
2026-05-28 09:06:39,BINGX,MERL/USDT:USDT,1.5199,True,
2026-05-28 09:07:20,BINGX,SAND/USDT:USDT,1.52,True,
2026-05-28 09:07:26,BINGX,BARD/USDT:USDT,1.5493,True,
2026-05-28 09:07:56,BINGX,WLD/USDT:USDT,1.6012,True,
2026-05-28 09:08:02,BINGX,FIL/USDT:USDT,1.5812,True,
2026-05-28 09:08:05,BINGX,TAO/USDT:USDT,1.5363,True,
2026-05-28 09:08:40,BINGX,BTC/USDT:USDT,1.5863,True,
2026-05-28 09:08:43,BINGX,VIRTUAL/USDT:USDT,1.5058,True,
2026-05-28 09:09:34,BINGX,DRIFT/USDT:USDT,1.558,True,
2026-05-28 09:10:12,BINGX,BTC/USDT:USDT,1.7101,True,
2026-05-28 09:10:58,BINGX,BTC/USDT:USDT,1.672,True,
2026-05-28 09:11:09,BINGX,WLFI/USDT:USDT,1.51,True,
2026-05-28 09:11:48,MEXC,FF/USDT:USDT,0.2399,False,"mexc {""success"":false,""code"":510,""message"":""Requests are too frequent, please try again later""}"
2026-05-28 09:11:48,BINGX,XAN/USDT:USDT,1.5391,True,
2026-05-28 09:11:51,BINGX,BIO/USDT:USDT,1.5164,True,
2026-05-28 09:11:58,BINGX,BARD/USDT:USDT,1.5314,True,
2026-05-28 09:12:03,MEXC,RON/USDT:USDT,15.0695,True,
2026-05-28 09:12:35,BINGX,XAN/USDT:USDT,1.512,True,
2026-05-28 09:13:22,BINGX,LINK/USDT:USDT,1.5176,True,
2026-05-28 09:13:29,BINGX,STABLE/USDT:USDT,1.5644,True,
2026-05-28 09:13:31,BINGX,BARD/USDT:USDT,1.5532,True,
2026-05-28 09:14:13,BINGX,0G/USDT:USDT,1.5379,True,
2026-05-28 09:14:51,BINGX,NEAR/USDT:USDT,1.5727,True,
2026-05-28 09:14:59,BINGX,PLUME/USDT:USDT,1.5493,True,
2026-05-28 09:16:19,BINGX,SOON/USDT:USDT,1.5514,True,
2026-05-28 09:16:29,BINGX,MERL/USDT:USDT,1.5022,True,
2026-05-28 09:17:04,BINGX,LINK/USDT:USDT,1.579,True,
2026-05-28 09:17:09,BINGX,PIEVERSE/USDT:USDT,1.5506,True,
2026-05-28 09:17:13,BINGX,ARKM/USDT:USDT,1.5488,True,
2026-05-28 09:17:35,MEXC,PENGU/USDT:USDT,0.2568,False,"mexc {""success"":false,""code"":510,""message"":""Requests are too frequent, please try again later""}"
2026-05-28 09:17:50,MEXC,FF/USDT:USDT,15.0672,True,
2026-05-28 09:17:54,BINGX,PIEVERSE/USDT:USDT,1.5226,True,
2026-05-28 09:17:56,BINGX,PROMPT/USDT:USDT,1.5697,True,
2026-05-28 09:19:21,BINGX,CFG/USDT:USDT,1.5186,True,
2026-05-28 09:19:23,BINGX,IO/USDT:USDT,1.588,True,
2026-05-28 09:20:04,BINGX,ATH/USDT:USDT,1.5699,True,
2026-05-28 09:21:24,MEXC,WET/USDT:USDT,0.2444,False,"mexc {""success"":false,""code"":510,""message"":""Requests are too frequent, please try again later""}"
2026-05-28 09:21:39,MEXC,INIT/USDT:USDT,15.0678,True,
2026-05-28 09:22:08,BINGX,DRIFT/USDT:USDT,1.5737,True,
2026-05-28 09:22:10,BINGX,BIO/USDT:USDT,1.5655,True,
2026-05-28 09:24:58,BINGX,PHA/USDT:USDT,1.5877,True,
2026-05-28 09:26:27,BINGX,GRASS/USDT:USDT,1.577,True,
2026-05-28 09:27:12,BINGX,0G/USDT:USDT,1.5051,True,
2026-05-28 09:29:03,MEXC,IRYS/USDT:USDT,0.2335,False,"mexc {""success"":false,""code"":510,""message"":""Requests are too frequent, please try again later""}"
2026-05-28 09:29:18,MEXC,KAIA/USDT:USDT,15.068,True,
2026-05-28 09:30:42,BINGX,ADA/USDT:USDT,1.5479,True,
2026-05-28 09:30:49,BINGX,HBAR/USDT:USDT,1.5995,True,
2026-05-28 09:30:51,BINGX,SOLV/USDT:USDT,1.6078,True,
2026-05-28 09:31:28,BINGX,DRIFT/USDT:USDT,1.5838,True,
2026-05-28 09:33:41,BINGX,PROMPT/USDT:USDT,1.5841,True,
2026-05-28 09:34:48,MEXC,JTO/USDT:USDT,0.2447,False,"mexc {""success"":false,""code"":510,""message"":""Requests are too frequent, please try again later""}"
2026-05-28 09:35:03,MEXC,PHA/USDT:USDT,15.0661,True,
2026-05-28 09:36:23,BINGX,ONT/USDT:USDT,1.564,True,
2026-05-28 09:37:40,BINGX,LINK/USDT:USDT,1.5206,True,
2026-05-28 09:37:46,BINGX,LAYER/USDT:USDT,1.5262,True,
2026-05-28 09:37:48,BINGX,ARKM/USDT:USDT,1.5169,True,
2026-05-28 09:38:21,BINGX,SHIB/USDT:USDT,1.5932,True,
2026-05-28 09:39:47,BINGX,AKT/USDT:USDT,1.5742,True,
2026-05-28 09:40:29,BINGX,AKT/USDT:USDT,1.5726,True,
2026-05-28 09:40:30,MEXC,HOME/USDT:USDT,0.1339,False,"mexc {""success"":false,""code"":510,""message"":""Requests are too frequent, please try again later""}"
2026-05-28 09:40:45,MEXC,CHIP/USDT:USDT,15.0969,True,
2026-05-28 09:41:46,BINGX,ICP/USDT:USDT,1.528,True,
2026-05-28 09:43:06,BINGX,SOL/USDT:USDT,1.565,True,
2026-05-28 09:45:18,BINGX,STABLE/USDT:USDT,1.5309,True,
2026-05-28 09:45:54,BINGX,JTO/USDT:USDT,1.5343,True,
2026-05-28 09:46:37,BINGX,LINK/USDT:USDT,1.5844,True,
2026-05-28 09:46:43,BINGX,ZAMA/USDT:USDT,1.521,True,
2026-05-28 09:47:13,BINGX,BTC/USDT:USDT,1.6799,True,
2026-05-28 09:47:20,BINGX,INIT/USDT:USDT,1.5934,True,
2026-05-28 09:48:00,BINGX,SHIB/USDT:USDT,1.5243,True,
2026-05-28 09:48:05,BINGX,AVAX/USDT:USDT,1.5313,True,
2026-05-28 09:48:07,MEXC,PENGU/USDT:USDT,0.2307,False,"mexc {""success"":false,""code"":510,""message"":""Requests are too frequent, please try again later""}"
2026-05-28 09:48:22,MEXC,FF/USDT:USDT,15.0674,True,
2026-05-28 09:48:44,BINGX,BIO/USDT:USDT,1.5709,True,
2026-05-28 09:49:33,BINGX,ENS/USDT:USDT,1.5368,True,
2026-05-28 09:50:55,BINGX,BLEND/USDT:USDT,1.552,True,
2026-05-28 09:51:33,BINGX,FET/USDT:USDT,1.5765,True,
2026-05-28 09:52:58,BINGX,ENS/USDT:USDT,1.5354,True,
2026-05-28 09:53:39,BINGX,CYS/USDT:USDT,1.5793,True,
2026-05-28 09:53:49,MEXC,USDC/USDT:USDT,0.2558,False,"mexc {""success"":false,""code"":510,""message"":""Requests are too frequent, please try again later""}"
2026-05-28 09:54:04,MEXC,IRYS/USDT:USDT,15.1479,True,
2026-05-28 09:54:20,BINGX,ZAMA/USDT:USDT,1.5387,True,
2026-05-28 09:55:02,BINGX,ARKM/USDT:USDT,1.5221,True,
2026-05-28 09:56:20,BINGX,INJ/USDT:USDT,1.504,True,
2026-05-28 09:57:03,BINGX,ILV/USDT:USDT,1.511,True,
2026-05-28 09:59:06,BINGX,PLUME/USDT:USDT,1.7195,True,
2026-05-28 09:59:29,MEXC,USDC/USDT:USDT,0.2514,False,"mexc {""success"":false,""code"":510,""message"":""Requests are too frequent, please try again later""}"
2026-05-28 09:59:44,MEXC,IRYS/USDT:USDT,15.0655,True,
2026-05-28 10:00:24,BINGX,KAIA/USDT:USDT,1.5904,True,
2026-05-28 10:01:46,BINGX,PENGU/USDT:USDT,1.5273,True,
2026-05-28 10:01:52,BINGX,AVAX/USDT:USDT,1.5488,True,
2026-05-28 10:01:55,BINGX,ARKM/USDT:USDT,1.515,True,
2026-05-28 10:04:35,BINGX,SAND/USDT:USDT,1.5105,True,
2026-05-28 10:05:13,MEXC,INIT/USDT:USDT,0.2413,False,"mexc {""success"":false,""code"":510,""message"":""Requests are too frequent, please try again later""}"
2026-05-28 10:05:28,MEXC,INJ/USDT:USDT,15.0855,True,
2026-05-28 10:05:49,BINGX,WLD/USDT:USDT,1.58,True,
2026-05-28 10:05:58,BINGX,CHZ/USDT:USDT,1.58,True,
2026-05-28 10:07:20,BINGX,ENS/USDT:USDT,1.5504,True,
2026-05-28 10:07:50,BINGX,BTC/USDT:USDT,1.7602,True,
2026-05-28 10:10:03,BINGX,OPG/USDT:USDT,1.5106,True,
2026-05-28 10:10:54,MEXC,FF/USDT:USDT,0.2455,False,"mexc {""success"":false,""code"":510,""message"":""Requests are too frequent, please try again later""}"
2026-05-28 10:11:09,MEXC,RON/USDT:USDT,15.0694,True,
2026-05-28 10:11:17,BINGX,WLD/USDT:USDT,1.5766,True,
2026-05-28 10:11:28,BINGX,NXPC/USDT:USDT,1.5166,True,
2026-05-28 10:14:41,BINGX,SAHARA/USDT:USDT,1.5349,True,
2026-05-28 10:16:39,MEXC,INIT/USDT:USDT,0.2438,False,"mexc {""success"":false,""code"":510,""message"":""Requests are too frequent, please try again later""}"
2026-05-28 10:16:54,MEXC,CHIP/USDT:USDT,15.0662,True,
2026-05-28 10:17:28,BINGX,ATH/USDT:USDT,1.5678,True,
2026-05-28 10:19:27,BINGX,XRP/USDT:USDT,1.5698,True,
2026-05-28 10:19:32,BINGX,INIT/USDT:USDT,1.5844,True,
2026-05-28 10:20:53,BINGX,SAHARA/USDT:USDT,1.5217,True,
2026-05-28 10:22:56,BINGX,SAHARA/USDT:USDT,1.5105,True,
2026-05-28 10:22:59,BINGX,WET/USDT:USDT,1.5671,True,
2026-05-28 10:23:37,BINGX,XLM/USDT:USDT,1.5871,True,
2026-05-28 10:24:21,BINGX,HIGH/USDT:USDT,1.5434,True,
2026-05-28 10:24:24,MEXC,INIT/USDT:USDT,0.2422,False,"mexc {""success"":false,""code"":510,""message"":""Requests are too frequent, please try again later""}"
2026-05-28 10:24:25,BINGX,GRASS/USDT:USDT,1.588,True,
2026-05-28 10:24:39,MEXC,CHIP/USDT:USDT,15.099,True,
2026-05-28 10:25:06,BINGX,OPG/USDT:USDT,1.5054,True,
2026-05-28 10:25:47,BINGX,DRIFT/USDT:USDT,1.6264,True,
2026-05-28 10:25:52,BINGX,CHZ/USDT:USDT,1.6053,True,
2026-05-28 10:27:09,BINGX,FF/USDT:USDT,1.5727,True,
2026-05-28 10:27:11,BINGX,PHA/USDT:USDT,1.579,True,
2026-05-28 10:27:14,BINGX,OPG/USDT:USDT,1.5825,True,
2026-05-28 10:28:36,BINGX,SAND/USDT:USDT,1.5808,True,
2026-05-28 10:29:22,BINGX,MERL/USDT:USDT,1.5626,True,
2026-05-28 10:30:37,BINGX,ENA/USDT:USDT,1.5781,True,
2026-05-28 10:30:46,BINGX,ENS/USDT:USDT,1.5274,True,
2026-05-28 10:31:22,BINGX,MANTRA/USDT:USDT,1.5321,True,
2026-05-28 10:32:02,BINGX,ONG/USDT:USDT,1.5854,True,
2026-05-28 10:32:02,MEXC,SUI/USDT:USDT,0.2441,False,"mexc {""success"":false,""code"":510,""message"":""Requests are too frequent, please try again later""}"
2026-05-28 10:32:11,BINGX,TRUST/USDT:USDT,1.5232,True,
2026-05-28 10:32:17,MEXC,SEI/USDT:USDT,15.0636,True,
2026-05-28 10:36:22,BINGX,ZAMA/USDT:USDT,1.5798,True,
2026-05-28 10:37:47,MEXC,XAN/USDT:USDT,0.2625,False,"mexc {""success"":false,""code"":510,""message"":""Requests are too frequent, please try again later""}"
2026-05-28 10:37:47,BINGX,BASED/USDT:USDT,1.5274,True,
2026-05-28 10:38:02,MEXC,KAIA/USDT:USDT,15.1142,True,
2026-05-28 10:38:21,BINGX,ADA/USDT:USDT,1.5718,True,
2026-05-28 10:39:10,BINGX,ETC/USDT:USDT,1.5197,True,
2026-05-28 10:41:07,BINGX,ONDO/USDT:USDT,1.5758,True,
2026-05-28 10:42:40,BINGX,STORJ/USDT:USDT,1.5781,True,
2026-05-28 10:42:43,BINGX,BASED/USDT:USDT,1.6204,True,
2026-05-28 10:43:13,BINGX,XRP/USDT:USDT,1.5778,True,
2026-05-28 10:43:19,BINGX,INIT/USDT:USDT,1.5184,True,
2026-05-28 10:44:04,BINGX,AKT/USDT:USDT,1.5737,True,
2026-05-28 10:44:45,BINGX,KAIA/USDT:USDT,1.5304,True,
2026-05-28 10:45:27,MEXC,IRYS/USDT:USDT,0.2558,False,"mexc {""success"":false,""code"":510,""message"":""Requests are too frequent, please try again later""}"
2026-05-28 10:45:33,BINGX,SAND/USDT:USDT,1.5791,True,
2026-05-28 10:45:42,MEXC,HIGH/USDT:USDT,15.0879,True,
2026-05-28 10:46:15,BINGX,FIL/USDT:USDT,1.524,True,
2026-05-28 10:47:41,BINGX,RON/USDT:USDT,1.5798,True,
2026-05-28 10:49:07,BINGX,ICP/USDT:USDT,1.5233,True,
2026-05-28 10:49:11,BINGX,MANTRA/USDT:USDT,1.514,True,
2026-05-28 10:51:57,BINGX,ONDO/USDT:USDT,1.5901,True,
2026-05-28 10:52:00,BINGX,XAN/USDT:USDT,1.585,True,
2026-05-28 10:52:02,BINGX,HOME/USDT:USDT,1.501,True,
2026-05-28 10:52:43,BINGX,KAIA/USDT:USDT,1.5753,True,
2026-05-28 10:53:05,MEXC,JTO/USDT:USDT,0.2406,False,"mexc {""success"":false,""code"":510,""message"":""Requests are too frequent, please try again later""}"
2026-05-28 10:53:20,MEXC,IP/USDT:USDT,15.065,True,
2026-05-28 10:53:27,BINGX,DRIFT/USDT:USDT,1.5113,True,
2026-05-28 10:54:06,BINGX,XLM/USDT:USDT,1.594,True,
2026-05-28 10:54:18,BINGX,STX/USDT:USDT,1.5712,True,
2026-05-28 10:57:04,BINGX,TRUMP/USDT:USDT,1.519,True,
2026-05-28 10:57:41,BINGX,LINK/USDT:USDT,1.5415,True,
2026-05-28 10:57:45,BINGX,GWEI/USDT:USDT,1.5764,True,
2026-05-28 10:57:46,BINGX,CYS/USDT:USDT,1.5227,True,
2026-05-28 10:57:48,BINGX,ENS/USDT:USDT,1.5181,True,
2026-05-28 10:59:01,BINGX,BTC/USDT:USDT,1.8055,True,
2026-05-28 10:59:14,BINGX,LAYER/USDT:USDT,1.5306,True,
2026-05-28 11:01:14,BINGX,SOON/USDT:USDT,1.5194,True,
2026-05-28 11:02:38,MEXC,JTO/USDT:USDT,0.244,False,"mexc {""success"":false,""code"":510,""message"":""Requests are too frequent, please try again later""}"
2026-05-28 11:02:44,BINGX,KAIA/USDT:USDT,1.5851,True,
2026-05-28 11:02:46,BINGX,CHIP/USDT:USDT,1.5159,True,
2026-05-28 11:02:51,BINGX,STABLE/USDT:USDT,1.537,True,
2026-05-28 11:02:53,MEXC,IP/USDT:USDT,15.0666,True,
2026-05-28 11:03:35,BINGX,POL/USDT:USDT,1.5846,True,
2026-05-28 11:04:51,BINGX,SUI/USDT:USDT,1.5268,True,
2026-05-28 11:04:54,BINGX,XAN/USDT:USDT,1.575,True,
2026-05-28 11:05:37,BINGX,XAN/USDT:USDT,1.5745,True,
2026-05-28 11:06:15,BINGX,ETH/USDT:USDT,1.5675,True,
2026-05-28 11:06:21,BINGX,MANTRA/USDT:USDT,1.5847,True,
2026-05-28 11:07:44,BINGX,HIGH/USDT:USDT,1.5242,True,
2026-05-28 11:07:48,BINGX,TAO/USDT:USDT,1.5123,True,
2026-05-28 11:08:34,BINGX,AZTEC/USDT:USDT,1.5068,True,
2026-05-28 11:09:09,BINGX,FIL/USDT:USDT,1.5203,True,
2026-05-28 11:09:15,BINGX,PARTI/USDT:USDT,1.5107,True,
2026-05-28 11:09:49,BINGX,FF/USDT:USDT,1.5381,True,
2026-05-28 11:11:14,BINGX,VIRTUAL/USDT:USDT,1.5674,True,
2026-05-28 11:12:15,MEXC,DBR/USDT:USDT,0.2461,False,"mexc {""success"":false,""code"":510,""message"":""Requests are too frequent, please try again later""}"
2026-05-28 11:12:30,MEXC,SHIB/USDT:USDT,15.074,True,
2026-05-28 11:14:12,BINGX,CFG/USDT:USDT,1.5688,True,
2026-05-28 11:14:14,BINGX,GWEI/USDT:USDT,1.5265,True,
2026-05-28 11:14:47,BINGX,ONDO/USDT:USDT,1.5673,True,
2026-05-28 11:14:55,BINGX,PRL/USDT:USDT,1.5077,True,
2026-05-28 11:14:58,BINGX,TRUST/USDT:USDT,1.5655,True,
2026-05-28 11:16:14,BINGX,FF/USDT:USDT,1.5313,True,
2026-05-28 11:16:53,BINGX,ETH/USDT:USDT,1.5722,True,
2026-05-28 11:17:03,BINGX,GWEI/USDT:USDT,1.5798,True,
2026-05-28 11:17:17,MEXC,NIL/USDT:USDT,3.5665,True,
2026-05-28 11:17:46,BINGX,STORJ/USDT:USDT,1.5131,True,
2026-05-28 11:18:00,MEXC,INJ/USDT:USDT,0.248,False,"mexc {""success"":false,""code"":510,""message"":""Requests are too frequent, please try again later""}"
2026-05-28 11:18:15,MEXC,WET/USDT:USDT,15.1442,True,
2026-05-28 11:18:19,BINGX,BTC/USDT:USDT,1.8081,True,
2026-05-28 11:18:24,BINGX,ADA/USDT:USDT,1.5931,True,
2026-05-28 11:19:53,BINGX,OPG/USDT:USDT,1.5169,True,
2026-05-28 11:19:55,BINGX,CHZ/USDT:USDT,1.6006,True,
2026-05-28 11:21:14,BINGX,KAIA/USDT:USDT,1.5236,True,
2026-05-28 11:21:21,BINGX,STABLE/USDT:USDT,1.5276,True,
2026-05-28 11:22:50,BINGX,TRUST/USDT:USDT,1.5816,True,
2026-05-28 11:23:22,BINGX,DOGE/USDT:USDT,1.5851,True,
2026-05-28 11:23:25,BINGX,JTO/USDT:USDT,1.5192,True,
2026-05-28 11:23:27,BINGX,INIT/USDT:USDT,1.5721,True,
2026-05-28 11:23:31,BINGX,FET/USDT:USDT,1.5352,True,
2026-05-28 11:24:11,BINGX,ONT/USDT:USDT,1.5403,True,
2026-05-28 11:24:13,BINGX,ILV/USDT:USDT,1.5387,True,
2026-05-28 11:24:15,BINGX,0G/USDT:USDT,1.512,True,
2026-05-28 11:24:46,BINGX,XRP/USDT:USDT,1.5764,True,
2026-05-28 11:25:32,BINGX,FF/USDT:USDT,1.5364,True,
2026-05-28 11:25:35,MEXC,DBR/USDT:USDT,0.2476,False,"mexc {""success"":false,""code"":510,""message"":""Requests are too frequent, please try again later""}"
2026-05-28 11:25:51,MEXC,HIGH/USDT:USDT,15.0706,True,
2026-05-28 11:26:12,BINGX,VIRTUAL/USDT:USDT,1.5728,True,
2026-05-28 11:26:14,BINGX,FF/USDT:USDT,1.5234,True,
2026-05-28 11:26:19,BINGX,OPG/USDT:USDT,1.5234,True,
2026-05-28 11:27:03,BINGX,AVAX/USDT:USDT,1.8104,True,
2026-05-28 11:27:46,BINGX,STORJ/USDT:USDT,1.5219,True,
2026-05-28 11:29:03,BINGX,DOGE/USDT:USDT,1.5916,True,
2026-05-28 11:29:04,BINGX,SAHARA/USDT:USDT,1.5085,True,
2026-05-28 11:29:48,BINGX,ONG/USDT:USDT,1.5093,True,
2026-05-28 11:30:41,BINGX,TRUST/USDT:USDT,1.5406,True,
2026-05-28 11:33:14,MEXC,KAIA/USDT:USDT,0.2448,False,"mexc {""success"":false,""code"":510,""message"":""Requests are too frequent, please try again later""}"
2026-05-28 11:33:26,BINGX,JTO/USDT:USDT,1.5103,True,
2026-05-28 11:33:29,BINGX,CFG/USDT:USDT,1.5135,True,
2026-05-28 11:33:29,MEXC,USDC/USDT:USDT,15.0647,True,
2026-05-28 11:34:05,BINGX,ALT/USDT:USDT,1.5195,True,
2026-05-28 11:34:11,BINGX,SAND/USDT:USDT,1.5289,True,
2026-05-28 11:35:41,BINGX,ENS/USDT:USDT,1.5386,True,
2026-05-28 11:36:23,BINGX,LAYER/USDT:USDT,1.5283,True,
2026-05-28 11:36:56,BINGX,ICP/USDT:USDT,1.5158,True,
2026-05-28 11:39:05,BINGX,LINK/USDT:USDT,1.5252,True,
2026-05-28 11:39:08,BINGX,ATH/USDT:USDT,1.6135,True,
2026-05-28 11:40:32,BINGX,MEGA/USDT:USDT,1.5893,True,
2026-05-28 11:40:52,MEXC,PHA/USDT:USDT,0.2516,False,"mexc {""success"":false,""code"":510,""message"":""Requests are too frequent, please try again later""}"
2026-05-28 11:41:07,MEXC,INJ/USDT:USDT,15.0666,True,
2026-05-28 11:41:49,BINGX,TRX/USDT:USDT,1.5187,True,
2026-05-28 11:41:55,BINGX,GRASS/USDT:USDT,1.5345,True,
2026-05-28 11:43:53,BINGX,XLM/USDT:USDT,1.5057,True,
2026-05-28 11:44:00,BINGX,PIEVERSE/USDT:USDT,1.5208,True,
2026-05-28 11:44:02,BINGX,TRUMP/USDT:USDT,1.5168,True,
2026-05-28 11:45:21,BINGX,ADA/USDT:USDT,1.5013,True,
2026-05-28 11:46:07,BINGX,MANTRA/USDT:USDT,1.5731,True,
2026-05-28 11:46:13,BINGX,BARD/USDT:USDT,1.5558,True,
2026-05-28 11:46:55,BINGX,STX/USDT:USDT,1.5302,True,
2026-05-28 11:48:07,BINGX,ONDO/USDT:USDT,1.649,True,
2026-05-28 11:48:10,BINGX,IP/USDT:USDT,1.5301,True,
2026-05-28 11:48:14,BINGX,PLUME/USDT:USDT,1.5143,True,
2026-05-28 11:48:19,BINGX,PROMPT/USDT:USDT,1.5092,True,
2026-05-28 11:49:33,BINGX,XRP/USDT:USDT,1.5755,True,
2026-05-28 11:50:26,BINGX,PARTI/USDT:USDT,1.5375,True,
2026-05-28 11:50:26,MEXC,PHA/USDT:USDT,0.2418,False,"mexc {""success"":false,""code"":510,""message"":""Requests are too frequent, please try again later""}"
